"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"37OPIVELUUGRBWOY4XPHISXWK2PHA8","34ZB3R61XVY8800KZUQQKXNGMM5HWI","Answer a survey about animal identification","A 5-10 minute survey in which you will be asked to identify 10 animals","survey, animal","$0.50","Sun Aug 02 21:05:57 PDT 2015","1000","BatchId:2042804;","3600","604800","Sun Aug 09 21:05:57 PDT 2015","","","3018Q3ZVOJ36NA0VQ46DKGULT2KRAN","A3GXSHLBND9E92","Approved","Fri Aug 07 01:21:42 PDT 2015","Fri Aug 07 01:24:20 PDT 2015","Fri Aug 14 01:24:20 PDT 2015","Fri Aug 07 13:57:37 PDT 2015","","","158","100% (1/1)","100% (1/1)","100% (1/1)","0ddef03db5f01df90c5198c5d29872c4"
"37OPIVELUUGRBWOY4XPHISXWK2PHA8","34ZB3R61XVY8800KZUQQKXNGMM5HWI","Answer a survey about animal identification","A 5-10 minute survey in which you will be asked to identify 10 animals","survey, animal","$0.50","Sun Aug 02 21:05:57 PDT 2015","1000","BatchId:2042804;","3600","604800","Sun Aug 09 21:05:57 PDT 2015","","","304SM51WA4HN7Z50B76E51JNW75SBT","A3EYWJCIO1MG9W","Approved","Mon Aug 03 09:58:46 PDT 2015","Mon Aug 03 10:35:02 PDT 2015","Mon Aug 10 10:35:02 PDT 2015","Tue Aug 04 16:58:50 PDT 2015","","","2176","100% (1/1)","100% (1/1)","100% (1/1)","eb8dd377777100cb06c856e6cbdef13f"
"37OPIVELUUGRBWOY4XPHISXWK2PHA8","34ZB3R61XVY8800KZUQQKXNGMM5HWI","Answer a survey about animal identification","A 5-10 minute survey in which you will be asked to identify 10 animals","survey, animal","$0.50","Sun Aug 02 21:05:57 PDT 2015","1000","BatchId:2042804;","3600","604800","Sun Aug 09 21:05:57 PDT 2015","","","308Q0PEVB9QFPSN78BY4ATIAZ9K9IS","A1TTA3N401CZTS","Approved","Mon Aug 03 04:41:48 PDT 2015","Mon Aug 03 04:45:18 PDT 2015","Mon Aug 10 04:45:18 PDT 2015","Tue Aug 04 16:58:50 PDT 2015","","","210","100% (1/1)","100% (1/1)","100% (1/1)","c5a196a5f6e6e74b010f97a3d80c49d1"
"37OPIVELUUGRBWOY4XPHISXWK2PHA8","34ZB3R61XVY8800KZUQQKXNGMM5HWI","Answer a survey about animal identification","A 5-10 minute survey in which you will be asked to identify 10 animals","survey, animal","$0.50","Sun Aug 02 21:05:57 PDT 2015","1000","BatchId:2042804;","3600","604800","Sun Aug 09 21:05:57 PDT 2015","","","3137ONMDKHIIOX8TQYENHV65BTAEGH","A1WP410YX2JBKI","Approved","Mon Aug 03 06:20:40 PDT 2015","Mon Aug 03 06:23:52 PDT 2015","Mon Aug 10 06:23:52 PDT 2015","Tue Aug 04 16:58:50 PDT 2015","","","192","100% (1/1)","100% (1/1)","100% (1/1)","1f7fe3166995760c041384d4205b066d"
"37OPIVELUUGRBWOY4XPHISXWK2PHA8","34ZB3R61XVY8800KZUQQKXNGMM5HWI","Answer a survey about animal identification","A 5-10 minute survey in which you will be asked to identify 10 animals","survey, animal","$0.50","Sun Aug 02 21:05:57 PDT 2015","1000","BatchId:2042804;","3600","604800","Sun Aug 09 21:05:57 PDT 2015","","","317HQ483I850EUR19LH9SUDU4XUNIW","A19OCN9KO1NWNL","Approved","Mon Aug 03 00:35:18 PDT 2015","Mon Aug 03 00:40:12 PDT 2015","Mon Aug 10 00:40:12 PDT 2015","Tue Aug 04 16:58:50 PDT 2015","","","294","100% (1/1)","100% (1/1)","100% (1/1)","2ab32bc36ca692ce73a675e27732d5b8"
"37OPIVELUUGRBWOY4XPHISXWK2PHA8","34ZB3R61XVY8800KZUQQKXNGMM5HWI","Answer a survey about animal identification","A 5-10 minute survey in which you will be asked to identify 10 animals","survey, animal","$0.50","Sun Aug 02 21:05:57 PDT 2015","1000","BatchId:2042804;","3600","604800","Sun Aug 09 21:05:57 PDT 2015","","","3180JW2OT5PSJG51N36NAES8QTMJ5L","A1FG4M4370KNFI","Approved","Mon Aug 03 21:48:07 PDT 2015","Mon Aug 03 21:53:21 PDT 2015","Mon Aug 10 21:53:21 PDT 2015","Tue Aug 04 16:58:50 PDT 2015","","","314","100% (1/1)","100% (1/1)","100% (1/1)","48ead33d5bbedce2b7e5de17b73983e3"
"37OPIVELUUGRBWOY4XPHISXWK2PHA8","34ZB3R61XVY8800KZUQQKXNGMM5HWI","Answer a survey about animal identification","A 5-10 minute survey in which you will be asked to identify 10 animals","survey, animal","$0.50","Sun Aug 02 21:05:57 PDT 2015","1000","BatchId:2042804;","3600","604800","Sun Aug 09 21:05:57 PDT 2015","","","31HQ4X3T3TNZK8RC2KV8J4FS827SL6","A1RXG8RE0SJ4LC","Approved","Mon Aug 03 14:32:27 PDT 2015","Mon Aug 03 14:36:17 PDT 2015","Mon Aug 10 14:36:17 PDT 2015","Tue Aug 04 16:58:50 PDT 2015","","","230","100% (1/1)","100% (1/1)","100% (1/1)","b92051dbe41161ee5153e910d473b7e3"
"37OPIVELUUGRBWOY4XPHISXWK2PHA8","34ZB3R61XVY8800KZUQQKXNGMM5HWI","Answer a survey about animal identification","A 5-10 minute survey in which you will be asked to identify 10 animals","survey, animal","$0.50","Sun Aug 02 21:05:57 PDT 2015","1000","BatchId:2042804;","3600","604800","Sun Aug 09 21:05:57 PDT 2015","","","31N2WW6R9S390ZW1QUR9GJ2WJP13FX","A2U7HWYD5KOBKW","Approved","Mon Aug 03 10:31:00 PDT 2015","Mon Aug 03 10:33:04 PDT 2015","Mon Aug 10 10:33:04 PDT 2015","Tue Aug 04 16:58:50 PDT 2015","","","124","100% (1/1)","100% (1/1)","100% (1/1)","dd92d4247db5f30cbe8727b2c4ab21af"
"37OPIVELUUGRBWOY4XPHISXWK2PHA8","34ZB3R61XVY8800KZUQQKXNGMM5HWI","Answer a survey about animal identification","A 5-10 minute survey in which you will be asked to identify 10 animals","survey, animal","$0.50","Sun Aug 02 21:05:57 PDT 2015","1000","BatchId:2042804;","3600","604800","Sun Aug 09 21:05:57 PDT 2015","","","31QNSG6A5S6IM3N1KSOTJ8XQ24I78W","A2GM5BW75YCKKW","Approved","Sat Aug 08 17:03:44 PDT 2015","Sat Aug 08 17:07:34 PDT 2015","Sat Aug 15 17:07:34 PDT 2015","Sun Aug 09 21:07:10 PDT 2015","","","230","100% (1/1)","100% (1/1)","100% (1/1)","e7705948325a774ce21b81ac9938b9d4"
"37OPIVELUUGRBWOY4XPHISXWK2PHA8","34ZB3R61XVY8800KZUQQKXNGMM5HWI","Answer a survey about animal identification","A 5-10 minute survey in which you will be asked to identify 10 animals","survey, animal","$0.50","Sun Aug 02 21:05:57 PDT 2015","1000","BatchId:2042804;","3600","604800","Sun Aug 09 21:05:57 PDT 2015","","","31QTRG6Q2UQM7FIJTIG4I7CDUWGPYP","A3VRD5WTKI0QCQ","Approved","Mon Aug 03 10:00:21 PDT 2015","Mon Aug 03 10:43:42 PDT 2015","Mon Aug 10 10:43:42 PDT 2015","Tue Aug 04 16:58:50 PDT 2015","","","2601","100% (1/1)","100% (1/1)","100% (1/1)","{}"
